IpAdress;Time;SourcePageId;ClickedLinkId;RequestedPageId;ClickedAttributeId;EntityIdClicked;ClickedOid;SessionId;SourcePageName;ClickedLinkName;ClickedEntityName;RequestedPageName;targetUnit;ClickedTypeOid;ClickedOidValue;LogLevel;host;javaclass;miuId;DisplayedPageId;trace;message;TimestampIngestion;oid;PageName;UnitId;DisplayedUnitName;DisplayedEntityId;DisplayedAttributeId;TableDB;DisplayedEntityName;DisplayedAttributeName;AttributeDatabaseColumn;DisplayedOid;tableNamewithDBvalue;DisplayedTypeOid;DisplayedOidValue
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;12;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;12;CATEGORY;CATEGORY;Computers & Internet
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[22, 23, 25, 24, 4, 3]}";1489232172863;23;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;23;BOOK;TITLE;"Graphic Artists Guild Handbook : Pricing & Ethical Guidelines "
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[22, 23, 25, 24, 4, 3]}";1489232172863;3;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;3;BOOK;TITLE;"The Lost Painting: The Quest for a Caravaggio Masterpiece "
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;24;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;24;CATEGORY;CATEGORY;Politics
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;11;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;11;CATEGORY;CATEGORY;Business & Investing
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[11, 18, 15, 22, 26, 30]}";1489232172864;22;Home Page;pwu7;Highlighted Books;ent1;att10;BOOK;Book;title;TITLE;22;BOOK;TITLE;"Collage Unleashed "
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[22, 23, 25, 24, 4, 3]}";1489232172863;22;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;22;BOOK;TITLE;"Collage Unleashed "
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;17;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;17;CATEGORY;CATEGORY;Romance
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;4;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;4;CATEGORY;CATEGORY;Fiction
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[11, 18, 15, 22, 26, 30]}";1489232172864;15;Home Page;pwu7;Highlighted Books;ent1;att10;BOOK;Book;title;TITLE;15;BOOK;TITLE;"Angels Fall "
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;23;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;23;CATEGORY;CATEGORY;History
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;10;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;10;CATEGORY;CATEGORY;Graphic Design
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;16;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;16;CATEGORY;CATEGORY;Mystery & Thrillers
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;9;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;9;CATEGORY;CATEGORY;Art
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;15;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;15;CATEGORY;CATEGORY;Literature & Fiction
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[11, 18, 15, 22, 26, 30]}";1489232172864;26;Home Page;pwu7;Highlighted Books;ent1;att10;BOOK;Book;title;TITLE;26;BOOK;TITLE;"In the Pink: Dorothy Draper: Americas Most Fabulous Decorator "
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;2;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;2;CATEGORY;CATEGORY;Business & Technology
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;8;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;8;CATEGORY;CATEGORY;"Architecture "
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[22, 23, 25, 24, 4, 3]}";1489232172863;25;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;25;BOOK;TITLE;"Persepolis 2: The Story of a Return "
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;1;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;1;CATEGORY;CATEGORY;Arts & Entertainment
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;7;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;7;CATEGORY;CATEGORY;Nonfiction
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[11, 18, 15, 22, 26, 30]}";1489232172864;18;Home Page;pwu7;Highlighted Books;ent1;att10;BOOK;Book;title;TITLE;18;BOOK;TITLE;"An Affair with a House "
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[22, 23, 25, 24, 4, 3]}";1489232172863;24;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;24;BOOK;TITLE;"Picasso & Lump: A Dachshund's Odyssey "
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[11, 18, 15, 22, 26, 30]}";1489232172864;11;Home Page;pwu7;Highlighted Books;ent1;att10;BOOK;Book;title;TITLE;11;BOOK;TITLE;"Agile Web Development with Rails : A Pragmatic Guide "
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[11, 18, 15, 22, 26, 30]}";1489232172864;30;Home Page;pwu7;Highlighted Books;ent1;att10;BOOK;Book;title;TITLE;30;BOOK;TITLE;"The Adsense Code: What Google Never Told You About Making Money With Adsense "
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[22, 23, 25, 24, 4, 3]}";1489232172863;4;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;4;BOOK;TITLE;"The Creative License : Giving Yourself Permission to be the Artist You Truly Are "
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;25;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;25;CATEGORY;CATEGORY;NULL
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;12;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;12;CATEGORY;CATEGORY;Computers & Internet
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[22, 23, 25, 24, 4, 3]}";1489232172863;23;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;23;BOOK;TITLE;"Graphic Artists Guild Handbook : Pricing & Ethical Guidelines "
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[22, 23, 25, 24, 4, 3]}";1489232172863;3;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;3;BOOK;TITLE;"The Lost Painting: The Quest for a Caravaggio Masterpiece "
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;24;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;24;CATEGORY;CATEGORY;Politics
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;11;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;11;CATEGORY;CATEGORY;Business & Investing
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[11, 18, 15, 22, 26, 30]}";1489232172864;22;Home Page;pwu7;Highlighted Books;ent1;att10;BOOK;Book;title;TITLE;22;BOOK;TITLE;"Collage Unleashed "
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[22, 23, 25, 24, 4, 3]}";1489232172863;22;Home Page;pwu8;Book List;ent1;att10;BOOK;Book;title;TITLE;22;BOOK;TITLE;"Collage Unleashed "
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;17;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;17;CATEGORY;CATEGORY;Romance
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu1 RESULT_COUNT:15 {oid=[8, 9, 1, 11, 2, 12, 4, 10, 23, 15, 16, 7, 24, 17, 25]};1489232172863;4;Home Page;hinu1;Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;4;CATEGORY;CATEGORY;Fiction
127.0.0.1;2016-12-14 11:21:13.0;page14;ln58;page14;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Home Page;Books;Category;Home Page;pwu8;CATEGORY;Art;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page14;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[11, 18, 15, 22, 26, 30]}";1489232172864;15;Home Page;pwu7;Highlighted Books;ent1;att10;BOOK;Book;title;TITLE;15;BOOK;TITLE;"Angels Fall "
127.0.0.1;2016-12-14 11:21:17.0;page16;pwu11att10;page16;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Related Categories;null;Category;Related Categories;null;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.HierarchicalIndexUnitService:45;null;page16;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;LEVEL=hinu3 RESULT_COUNT:1 {oid=[9]};1489232172867;9;Related Categories;hinu3;Related Categories;ent6;att19;CATEGORY;Category;category;CATEGORY;9;CATEGORY;CATEGORY;Art
127.0.0.1;2016-12-14 11:21:17.0;page16;pwu11att10;page16;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Related Categories;null;Category;Related Categories;null;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page16;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[3, 4, 24, 25, 23, 22]}";1489232172867;25;Related Categories;pwu11;Book List;ent1;att10;BOOK;Book;title;TITLE;25;BOOK;TITLE;"Persepolis 2: The Story of a Return "
127.0.0.1;2016-12-14 11:21:17.0;page16;pwu11att10;page16;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Related Categories;null;Category;Related Categories;null;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page16;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[3, 4, 24, 25, 23, 22]}";1489232172867;24;Related Categories;pwu11;Book List;ent1;att10;BOOK;Book;title;TITLE;24;BOOK;TITLE;"Picasso & Lump: A Dachshund's Odyssey "
127.0.0.1;2016-12-14 11:21:17.0;page16;pwu11att10;page16;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Related Categories;null;Category;Related Categories;null;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page16;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[3, 4, 24, 25, 23, 22]}";1489232172867;4;Related Categories;pwu11;Book List;ent1;att10;BOOK;Book;title;TITLE;4;BOOK;TITLE;"The Creative License : Giving Yourself Permission to be the Artist You Truly Are "
127.0.0.1;2016-12-14 11:21:17.0;page16;pwu11att10;page16;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Related Categories;null;Category;Related Categories;null;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page16;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[3, 4, 24, 25, 23, 22]}";1489232172867;23;Related Categories;pwu11;Book List;ent1;att10;BOOK;Book;title;TITLE;23;BOOK;TITLE;"Graphic Artists Guild Handbook : Pricing & Ethical Guidelines "
127.0.0.1;2016-12-14 11:21:17.0;page16;pwu11att10;page16;att62;ent6;9;F09BB657E5CBE0A01B2CA66C9686CEB2;Related Categories;null;Category;Related Categories;null;DER_ATTR;NULL;DEBUG;http-bio-8080-exec-10;com.webratio.units.content.rtx.db.PowerIndexUnitService:45;null;page16;127.0.0.1,F09BB657E5CBE0A01B2CA66C9686CEB2;" RESULT_COUNT:6 {oid=[3, 4, 24, 25, 23, 22]}";1489232172867;3;Related Categories;pwu11;Book List;ent1;att10;BOOK;Book;title;TITLE;3;BOOK;TITLE;"The Lost Painting: The Quest for a Caravaggio Masterpiece "
